lon,lat,year,cpue
147,37,1993,63
146,32,1993,233
154,40,1993,114
154,33,1993,445
150,34,1993,272
151,36,1993,159
157,31,1993,474
154,39,1993,89
141,39,1993,1
144,33,1993,139
150,32,1993,335
155,34,1993,316
154,36,1993,229
152,37,1993,162
154,31,1993,540
153,28,1993,441
150,34,1993,142
154,33,1993,246
152,39,1993,121
158,28,1993,282
152,37,1993,73
146,35,1993,51
151,23,1993,24
147,33,1993,254
147,32,1993,137
149,41,1993,50
148,33,1993,192
157,42,1993,113
150,27,1993,363
165,35,1993,311
150,29,1993,438
152,38,1993,40
151,30,1993,394
151,36,1993,152
152,25,1993,120
152,40,1993,62
146,40,1993,7
148,35,1993,334
148,42,1993,0
152,36,1993,415
153,36,1993,213
157,34,1993,316
151,42,1993,66
155,35,1993,197
152,34,1993,429
154,37,1993,168
159,28,1993,358
151,38,1993,84
153,35,1993,369
153,38,1993,173
151,35,1993,126
148,32,1993,237
150,36,1993,135
153,27,1993,247
147,34,1993,46
153,29,1993,326
154,32,1993,252
150,30,1993,313
145,35,1993,101
145,38,1993,25
150,36,1993,196
160,36,1993,197
145,40,1993,23
152,36,1993,254
156,35,1993,257
145,34,1993,160
155,36,1993,207
145,38,1993,31
153,33,1993,384
152,28,1993,208
150,34,1993,189
149,27,1993,206
150,39,1993,38
147,35,1993,157
150,29,1993,290
156,35,1993,151
149,36,1993,56
151,45,1993,6
153,37,1993,191
156,35,1993,109
148,29,1993,189
146,32,1993,256
145,40,1993,35
153,32,1993,317
148,39,1993,226
152,41,1993,21
152,30,1993,280
148,37,1993,156
152,34,1993,399
155,26,1993,337
155,37,1993,375
152,36,1993,508
155,30,1993,327
151,34,1993,131
144,32,1993,47
160,37,1993,256
148,29,1993,282
148,38,1993,91
150,36,1993,229
153,38,1993,179
147,31,1993,181
144,32,1993,132
148,35,1993,105
152,44,1993,7
154,38,1993,97
158,34,1993,375
157,32,1993,348
150,42,1993,55
150,25,1993,192
152,38,1993,105
153,35,1993,323
152,41,1993,42
152,34,1993,223
154,39,1993,85
152,35,1993,150
151,31,1993,297
146,33,1993,203
155,31,1993,298
154,28,1993,407
143,33,1993,164
154,32,1993,403
152,46,1993,0
144,37,1993,43
149,30,1993,170
154,40,1993,22
151,33,1993,180
152,38,1993,48
146,33,1993,208
148,36,1993,133
148,39,1993,85
150,38,1994,45
158,41,1994,93
155,32,1994,453
154,41,1994,12
149,33,1994,297
161,30,1994,436
155,37,1994,235
152,33,1994,160
154,33,1994,140
150,36,1994,100
154,37,1994,188
152,38,1994,121
159,32,1994,238
154,33,1994,210
159,28,1994,297
160,33,1994,239
155,43,1994,64
152,31,1994,146
159,31,1994,216
152,32,1994,225
155,39,1994,246
156,28,1994,222
162,32,1994,393
156,35,1994,246
151,32,1994,289
155,30,1994,202
158,35,1994,276
147,30,1994,113
154,38,1994,161
149,35,1994,97
152,37,1994,125
156,36,1994,215
153,37,1994,173
154,35,1994,321
153,33,1994,205
156,34,1994,230
152,33,1994,298
155,39,1994,142
159,36,1994,155
158,28,1994,245
157,41,1994,30
157,33,1994,479
150,37,1994,255
152,39,1994,65
154,32,1994,236
149,35,1994,86
151,32,1994,371
153,33,1994,213
148,31,1994,227
156,38,1994,295
156,31,1994,155
153,29,1994,237
150,27,1994,267
153,35,1994,239
152,33,1994,139
152,29,1994,215
151,33,1994,196
150,37,1994,85
160,29,1994,564
156,37,1994,112
148,44,1994,0
148,39,1994,42
146,31,1994,131
153,34,1994,233
154,30,1994,409
156,38,1994,32
152,30,1994,367
156,31,1994,159
151,35,1994,380
155,33,1994,230
163,32,1994,344
150,33,1994,149
157,29,1994,296
158,37,1994,206
164,32,1994,429
147,37,1994,46
154,28,1994,482
150,34,1994,219
150,35,1994,308
153,36,1994,367
155,38,1994,88
163,40,1994,54
153,31,1994,261
153,34,1994,278
156,34,1994,204
156,38,1994,35
151,32,1994,286
152,40,1994,78
155,38,1994,83
148,41,1994,25
159,35,1994,203
155,27,1994,309
153,32,1994,168
151,39,1994,140
146,31,1994,134
148,35,1994,89
150,36,1994,206
152,33,1994,289
160,34,1994,446
153,37,1994,136
153,39,1994,119
156,34,1994,302
155,40,1994,78
154,41,1994,132
155,40,1994,80
154,32,1994,408
155,31,1994,444
156,38,1994,234
156,44,1994,1
152,32,1994,329
159,40,1994,214
154,30,1994,257
157,31,1994,240
157,38,1994,122
153,40,1994,88
160,32,1994,651
152,37,1994,121
157,32,1994,394
153,34,1994,558
153,30,1994,272
154,35,1994,231
161,35,1994,224
155,29,1994,440
159,35,1994,270
153,27,1994,150
159,37,1994,72
150,32,1994,223
146,34,1994,172
152,38,1994,65
148,36,1994,133
150,36,1994,77
144,27,1994,83
156,40,1994,130
155,30,1994,243
153,36,1994,159
156,39,1994,56
158,33,1994,292
145,34,1994,161
163,39,1994,192
151,33,1994,288
154,33,1994,183
157,40,1994,48
158,33,1994,381
158,35,1994,272
155,30,1994,269
151,32,1994,494
157,35,1994,269
154,33,1994,165
155,41,1994,47
156,34,1994,313
155,39,1994,172
160,44,1994,5
156,37,1994,91
157,37,1994,163
154,33,1994,176
160,33,1994,254
156,33,1994,363
150,32,1994,228
150,35,1994,133
151,43,1994,13
149,39,1994,7
153,29,1994,177
156,30,1994,221
158,33,1994,154
152,41,1994,34
157,26,1994,223
154,42,1994,8
147,37,1994,61
153,39,1994,227
151,38,1994,126
158,43,1994,11
150,35,1994,195
147,37,1994,61
151,34,1994,243
157,33,1994,420
156,28,1994,287
152,38,1994,110
159,36,1994,197
156,34,1994,560
153,35,1994,155
151,43,1994,8
160,30,1994,504
154,37,1994,195
152,35,1994,144
160,40,1994,71
150,31,1994,193
154,37,1994,173
150,35,1994,130
155,30,1994,189
156,37,1994,149
150,37,1994,71
155,34,1994,209
154,34,1994,246
156,32,1994,296
149,32,1994,217
156,40,1994,148
153,31,1994,440
154,33,1994,267
148,34,1994,246
150,37,1994,131
158,32,1994,430
153,36,1994,297
152,39,1994,243
154,39,1994,168
158,36,1994,273
158,45,1994,0
153,40,1994,73
156,39,1994,110
150,35,1994,128
151,40,1994,25
159,39,1994,87
155,35,1994,301
161,34,1994,319
150,30,1994,263
158,24,1994,55
155,28,1994,208
159,46,1994,10
153,33,1994,192
154,31,1994,338
152,29,1994,205
154,38,1994,211
148,37,1994,63
158,45,1994,0
144,42,1994,0
153,34,1994,315
158,43,1994,13
152,33,1994,212
157,27,1994,286
151,33,1994,131
152,33,1994,279
153,37,1994,205
146,35,1994,145
152,36,1994,79
160,31,1994,460
156,37,1994,113
148,31,1994,318
153,36,1994,473
156,22,1994,105
156,37,1994,93
155,29,1994,179
150,35,1994,147
154,25,1994,186
147,31,1994,146
160,38,1994,327
157,39,1994,75
158,32,1994,359
163,35,1994,292
151,30,1994,249
154,39,1994,244
149,26,1994,82
155,31,1994,327
157,39,1994,223
156,35,1994,259
157,30,1994,376
149,38,1994,4
157,38,1994,129
157,36,1994,186
154,37,1994,122
150,31,1994,306
155,30,1994,238
158,39,1994,227
157,27,1994,243
161,31,1994,251
155,34,1994,105
158,29,1994,299
150,40,1994,22
151,32,1994,300
155,40,1994,82
153,28,1994,320
158,34,1994,249
148,33,1994,179
149,30,1994,356
155,39,1994,76
157,37,1994,128
156,45,1994,0
153,27,1994,149
154,34,1994,218
148,37,1994,42
152,33,1994,99
154,29,1994,145
151,35,1994,201
158,34,1994,322
161,37,1994,202
163,42,1994,137
152,32,1994,238
157,36,1994,191
160,37,1994,218
148,34,1994,268
153,33,1994,386
164,37,1994,208
150,25,1994,208
147,33,1994,167
155,39,1994,134
158,29,1994,355
154,40,1994,76
146,29,1994,119
162,36,1994,219
157,36,1994,177
152,32,1994,340
164,25,1994,81
152,35,1994,221
157,34,1994,163
155,35,1994,157
155,33,1994,181
158,34,1994,217
150,36,1994,205
154,33,1994,193
153,29,1994,285
147,36,1994,56
158,28,1994,345
148,35,1994,152
150,40,1994,9
153,34,1994,229
152,30,1994,232
154,32,1994,168
157,37,1994,295
152,35,1994,252
150,32,1994,137
155,31,1994,447
158,40,1994,62
160,27,1994,256
153,32,1994,521
151,37,1994,121
157,31,1994,305
153,35,1994,370
148,38,1994,101
157,32,1994,300
153,30,1994,290
155,30,1994,220
151,31,1994,311
143,30,1994,37
159,34,1994,405
151,28,1994,101
154,29,1994,207
154,35,1994,138
153,31,1994,354
151,35,1994,301
146,34,1994,125
153,37,1994,169
151,34,1994,210
153,38,1994,131
157,36,1994,81
144,34,1994,159
152,35,1994,343
151,33,1994,172
149,29,1994,312
146,34,1994,107
153,41,1994,47
159,34,1994,155
147,39,1994,54
154,38,1994,81
150,28,1994,175
157,37,1994,148
150,35,1994,260
159,35,1994,406
154,39,1994,80
157,35,1994,365
156,27,1994,228
151,32,1994,270
159,25,1994,91
153,26,1994,347
156,37,1994,203
156,40,1994,134
158,31,1994,390
158,36,1994,312
159,29,1994,294
152,42,1994,33
155,29,1994,366
151,31,1994,267
157,35,1994,324
149,35,1994,178
157,33,1994,343
141,38,1994,0
154,35,1994,259
154,37,1994,269
156,35,1994,382
155,42,1994,20
163,33,1994,408
151,32,1994,377
156,28,1994,345
154,35,1994,339
152,35,1994,160
155,28,1994,307
150,37,1994,266
159,33,1994,364
154,37,1994,111
158,45,1994,0
151,40,1994,9
156,38,1994,83
153,30,1994,347
159,34,1994,268
153,34,1994,366
152,35,1994,189
148,39,1994,5
145,33,1994,146
150,24,1994,185
148,41,1994,92
154,39,1994,84
153,30,1994,298
150,34,1994,174
153,36,1994,174
152,32,1994,224
153,32,1994,337
150,37,1994,109
156,34,1994,211
152,35,1994,174
157,36,1994,173
159,27,1994,145
157,30,1994,277
156,38,1994,59
157,39,1994,94
150,33,1994,65
157,40,1994,115
156,33,1994,509
162,42,1994,101
160,30,1994,450
155,36,1994,143
151,30,1994,314
152,36,1994,85
150,30,1994,260
155,34,1994,271
150,35,1994,155
147,40,1994,0
151,42,1994,15
159,36,1994,295
157,35,1994,350
149,39,1994,114
160,41,1994,38
156,37,1994,226
148,38,1994,23
151,34,1994,421
150,35,1994,186
161,33,1994,427
154,30,1994,291
158,34,1994,286
155,36,1994,275
147,35,1994,100
157,34,1994,347
154,31,1994,320
155,28,1994,362
156,40,1994,27
155,36,1994,257
151,34,1994,237
156,33,1994,288
144,37,1994,35
150,37,1994,154
154,35,1994,264
149,32,1994,264
158,36,1994,317
157,29,1994,361
158,34,1994,173
158,31,1994,334
159,36,1994,175
152,29,1994,210
153,27,1994,282
154,34,1994,204
156,39,1994,98
152,38,1994,58
154,39,1994,140
152,26,1994,190
156,33,1994,436
157,32,1994,483
152,35,1994,166
158,27,1994,347
152,42,1994,17
153,34,1994,468
150,33,1994,277
155,30,1994,149
151,30,1994,546
147,32,1994,175
151,35,1994,303
159,38,1994,151
157,32,1994,347
158,35,1994,319
153,34,1994,352
158,33,1994,344
151,29,1994,497
160,30,1994,261
161,34,1994,278
153,37,1994,169
163,38,1994,211
156,34,1994,420
150,35,1994,104
149,34,1994,181
157,34,1994,295
156,29,1994,261
158,37,1994,251
152,32,1994,201
161,34,1994,324
151,36,1994,78
162,37,1994,464
158,41,1994,24
157,37,1994,148
156,29,1994,246
148,29,1994,180
158,33,1994,186
154,34,1994,163
153,35,1994,315
160,28,1994,149
152,36,1994,168
156,29,1994,323
151,33,1994,299
155,42,1994,38
158,36,1994,123
157,39,1994,142
151,27,1994,298
157,39,1994,166
149,36,1994,58
154,35,1994,366
155,40,1994,317
151,35,1994,150
156,42,1994,38
152,29,1994,384
155,34,1994,151
155,39,1994,157
154,30,1994,144
153,39,1994,70
152,35,1994,152
163,36,1994,415
154,36,1994,271
149,35,1994,93
154,30,1994,190
151,36,1994,128
153,31,1994,355
152,39,1994,92
154,32,1994,302
159,31,1994,192
158,38,1994,168
150,37,1994,212
154,31,1994,518
153,39,1994,152
154,28,1994,221
158,31,1994,224
152,30,1994,365
156,39,1994,172
154,31,1994,239
150,34,1994,249
158,29,1994,341
154,33,1994,198
152,33,1994,213
154,34,1994,234
155,31,1994,240
152,31,1994,377
151,35,1994,133
157,36,1994,408
153,34,1994,241
149,36,1994,83
149,37,1994,166
154,33,1994,167
151,35,1994,192
158,26,1994,364
144,40,1994,12
151,33,1994,153
153,28,1994,381
152,30,1994,203
154,32,1994,263
159,36,1994,300
152,35,1994,231
155,34,1994,265
157,42,1994,35
154,36,1994,248
150,31,1994,220
144,35,1994,68
160,37,1994,113
151,33,1994,179
161,23,1994,188
159,35,1994,249
151,31,1994,330
148,37,1994,116
160,31,1994,471
152,37,1994,31
144,37,1994,26
157,30,1994,256
157,41,1994,0
153,44,1994,31
156,31,1994,316
160,31,1994,357
152,36,1994,207
160,45,1994,9
151,30,1994,518
153,32,1994,336
153,33,1994,231
152,36,1994,124
152,40,1994,29
158,31,1994,263
150,30,1994,387
155,33,1994,203
155,37,1994,238
156,34,1994,161
153,30,1994,319
154,39,1994,39
150,39,1994,100
151,23,1994,95
156,33,1994,392
150,35,1994,126
156,37,1994,84
150,32,1994,253
149,38,1994,62
160,40,1994,90
155,29,1994,272
156,34,1994,197
161,35,1994,276
152,38,1994,65
152,33,1994,275
157,36,1994,191
151,38,1994,100
152,35,1994,244
152,39,1994,54
157,31,1994,479
153,35,1994,198
154,30,1994,317
152,28,1994,280
158,29,1994,269
161,35,1994,148
148,36,1994,168
149,39,1994,34
156,29,1994,239
148,36,1994,144
151,35,1994,201
158,29,1994,280
152,30,1994,300
153,35,1994,322
152,31,1994,236
151,22,1994,100
143,29,1994,65
152,37,1994,89
150,31,1994,196
147,40,1994,31
154,34,1994,190
157,33,1994,187
150,33,1994,151
154,41,1994,76
157,38,1994,137
155,35,1994,240
150,37,1994,120
158,34,1994,214
155,34,1994,202
153,38,1994,123
152,32,1994,565
157,30,1994,271
153,34,1994,232
157,36,1994,306
159,32,1994,244
155,27,1994,235
155,34,1994,187
155,40,1994,108
154,36,1994,284
151,38,1994,171
149,30,1994,276
153,29,1994,188
154,36,1994,278
153,33,1994,360
152,32,1994,277
161,33,1994,355
152,44,1994,0
158,28,1994,364
158,29,1994,668
152,34,1994,233
154,33,1994,205
149,37,1994,54
154,30,1994,231
154,39,1994,20
148,34,1994,168
154,38,1994,173
157,33,1994,260
154,34,1994,187
151,31,1994,265
157,38,1994,172
153,36,1994,213
153,33,1994,266
156,29,1994,257
152,32,1994,263
146,30,1994,139
160,32,1994,402
148,34,1994,230
158,40,1994,153
157,43,1994,0
153,34,1994,262
149,39,1994,28
161,30,1994,421
150,34,1994,199
159,33,1994,285
153,36,1994,213
156,36,1994,220
156,33,1994,459
150,39,1994,17
156,32,1994,378
151,35,1994,129
149,37,1994,73
151,37,1994,80
155,33,1994,477
154,38,1994,54
157,33,1994,295
150,37,1994,186
156,34,1994,146
150,37,1994,86
155,32,1994,411
150,33,1994,161
159,42,1994,97
149,38,1994,36
157,33,1994,401
149,29,1994,364
156,34,1994,229
153,33,1994,410
148,41,1994,114
150,34,1994,249
149,34,1994,167
155,32,1994,347
157,38,1994,209
156,38,1994,80
150,33,1994,227
152,35,1994,244
154,36,1994,122
146,32,1994,88
166,36,1994,232
160,37,1994,263
154,34,1994,170
154,24,1994,197
155,40,1994,92
151,32,1994,298
162,36,1994,230
147,27,1994,226
158,40,1994,115
153,31,1994,302
154,30,1994,374
150,31,1994,269
156,33,1994,432
154,34,1994,184
157,36,1994,221
154,34,1994,106
163,32,1994,435
160,44,1994,13
156,35,1994,405
157,37,1994,162
155,38,1994,100
154,36,1994,143
153,37,1994,227
154,30,1994,135
147,32,1994,143
153,27,1994,153
156,35,1994,450
151,39,1994,135
154,33,1994,196
153,30,1994,270
152,31,1994,394
161,33,1994,323
154,31,1994,404
157,37,1994,213
151,37,1994,113
157,35,1994,254
156,31,1994,230
146,35,1994,119
152,36,1994,107
160,40,1994,174
152,33,1994,230
152,30,1994,624
155,39,1994,118
161,33,1994,286
153,35,1994,233
149,31,1994,236
155,38,1994,119
154,36,1994,257
161,39,1994,111
156,30,1994,190
148,37,1994,73
161,29,1994,291
152,28,1994,199
155,35,1994,210
153,35,1994,142
146,32,1994,191
154,35,1994,265
149,34,1994,155
152,41,1994,1
155,44,1994,9
152,31,1994,246
153,34,1994,350
143,38,1994,17
154,35,1994,211
149,35,1994,157
154,36,1994,244
153,34,1994,288
155,41,1994,44
155,31,1994,298
154,35,1994,112
159,38,1994,164
157,30,1994,361
149,36,1994,188
145,30,1994,91
158,40,1994,192
164,37,1994,208
154,35,1994,226
150,31,1994,261
153,33,1994,96
160,31,1994,343
160,38,1994,188
152,39,1994,91
152,34,1994,131
150,28,1994,210
147,32,1994,183
156,36,1994,207
151,31,1994,371
161,34,1994,206
152,36,1994,302
157,34,1994,560
151,38,1994,70
163,36,1994,215
158,34,1994,329
158,32,1994,293
151,36,1994,208
151,32,1994,294
149,42,1994,40
155,27,1994,308
153,36,1994,320
154,42,1994,5
156,29,1994,145
151,32,1994,246
153,34,1994,285
151,35,1994,207
152,35,1994,167
149,34,1994,176
149,34,1994,233
157,28,1994,241
148,38,1994,0
156,39,1994,114
150,35,1994,90
146,35,1994,92
164,34,1994,412
153,38,1994,188
151,35,1994,310
147,34,1994,154
153,42,1994,27
158,36,1994,278
158,26,1994,314
150,32,1994,235
150,32,1994,254
152,35,1994,244
152,39,1994,91
152,37,1994,110
160,34,1994,318
150,36,1994,182
152,38,1994,163
153,28,1994,281
157,27,1994,390
155,40,1994,81
153,28,1994,213
151,24,1994,225
155,38,1994,157
161,29,1994,350
149,34,1994,199
148,35,1994,198
156,25,1994,326
149,30,1994,308
157,34,1994,295
159,31,1994,227
153,32,1994,167
158,32,1994,288
154,35,1994,259
153,38,1994,158
154,35,1994,134
159,34,1994,304
158,26,1994,250
156,36,1994,124
152,29,1994,277
162,33,1994,147
158,38,1994,162
152,36,1994,173
152,32,1994,252
163,34,1994,361
152,42,1994,5
155,39,1994,130
152,36,1994,198
154,37,1994,139
154,29,1994,193
157,33,1994,356
156,36,1994,166
158,26,1994,201
150,33,1994,199
154,31,1994,338
150,31,1994,256
156,29,1994,226
153,34,1994,549
150,30,1994,258
151,38,1994,118
153,28,1994,249
154,29,1994,77
157,37,1994,96
156,32,1994,470
158,39,1994,148
151,31,1994,262
157,35,1994,400
153,41,1994,46
153,37,1994,204
148,33,1994,312
161,34,1994,332
153,34,1994,361
149,36,1994,87
155,36,1994,223
148,34,1994,166
155,31,1994,225
155,35,1994,238
149,32,1994,261
157,28,1994,307
150,36,1994,197
159,21,1994,61
143,32,1994,90
154,39,1994,110
145,34,1994,110
155,36,1994,266
148,39,1994,72
158,32,1994,429
152,34,1994,160
152,31,1994,139
156,39,1994,88
154,32,1994,190
154,43,1994,7
145,32,1994,156
159,30,1994,253
150,31,1994,196
152,35,1994,215
144,37,1994,0
149,34,1994,108
148,29,1994,181
153,36,1994,270
162,37,1994,166
149,36,1994,70
153,36,1994,177
160,37,1994,74
159,32,1994,391
152,30,1994,280
154,32,1994,86
154,32,1994,341
159,39,1994,255
158,30,1994,380
157,40,1994,153
150,33,1994,182
150,29,1994,437
150,39,1994,40
151,33,1994,142
158,22,1994,101
152,29,1994,192
163,34,1994,314
153,35,1994,222
153,33,1994,275
154,32,1994,286
157,33,1994,406
153,34,1994,275
158,33,1994,209
146,38,1994,21
154,32,1994,305
151,36,1994,228
155,31,1994,272
159,30,1994,442
156,29,1994,305
153,37,1994,150
150,33,1994,147
151,39,1994,203
156,40,1994,35
148,31,1994,171
149,31,1994,197
156,31,1994,416
155,36,1994,228
155,31,1994,240
158,39,1994,183
151,36,1994,165
152,27,1994,166
157,40,1994,47
157,37,1994,220
157,42,1994,52
158,40,1994,98
152,32,1994,236
152,30,1994,335
159,32,1994,359
156,35,1994,316
150,28,1994,198
157,35,1994,167
152,34,1994,408
149,32,1994,438
152,34,1994,218
154,35,1994,127
149,33,1994,170
151,39,1994,94
157,34,1994,214
151,35,1994,267
156,28,1994,264
155,38,1994,144
151,30,1994,390
149,39,1994,3
148,39,1994,36
152,34,1994,100
148,38,1994,32
153,38,1994,158
159,34,1994,354
165,41,1994,126
155,28,1994,206
157,33,1994,287
162,30,1994,238
157,31,1994,201
149,36,1994,88
145,29,1994,183
154,38,1994,155
154,34,1995,372
155,30,1995,381
159,30,1995,564
156,36,1995,48
158,32,1995,452
153,31,1995,222
153,34,1995,227
164,34,1995,207
153,34,1995,333
158,36,1995,286
158,34,1995,334
158,38,1995,272
152,39,1995,10
152,35,1995,136
154,31,1995,380
160,33,1995,244
156,36,1995,294
152,38,1995,41
153,33,1995,336
159,34,1995,199
159,36,1995,174
152,28,1995,211
156,32,1995,288
152,31,1995,284
162,34,1995,399
156,36,1995,108
158,35,1995,171
157,34,1995,251
157,37,1995,253
156,29,1995,434
160,38,1995,155
156,43,1995,1
159,26,1995,172
161,31,1995,463
159,36,1995,247
154,28,1995,223
156,31,1995,379
157,36,1995,87
150,31,1995,287
159,34,1995,245
155,46,1995,0
152,36,1995,191
152,39,1995,20
159,36,1995,182
157,36,1995,131
162,29,1995,220
153,35,1995,217
152,36,1995,161
153,31,1995,434
161,37,1995,149
157,30,1995,280
159,31,1995,354
162,39,1995,120
159,36,1995,472
164,37,1995,210
155,36,1995,138
162,44,1995,7
160,31,1995,273
149,38,1995,54
166,39,1995,119
167,41,1995,97
157,34,1995,350
153,27,1995,269
157,36,1995,331
164,37,1995,217
160,35,1995,243
155,33,1995,369
152,32,1995,119
150,40,1995,84
163,36,1995,248
159,45,1995,1
154,30,1995,183
157,32,1995,344
154,37,1995,108
157,38,1995,57
157,30,1995,223
146,38,1995,49
157,38,1995,166
153,31,1995,267
157,33,1995,262
154,30,1995,389
162,35,1995,258
158,28,1995,202
159,37,1995,187
154,32,1995,188
159,43,1995,48
158,36,1995,167
161,31,1995,211
157,32,1995,421
154,33,1995,328
155,35,1995,187
157,36,1995,214
159,36,1995,183
156,34,1995,90
150,27,1995,139
153,33,1995,353
155,37,1995,111
154,36,1995,118
158,30,1995,247
162,38,1995,289
154,37,1995,141
156,35,1995,231
153,38,1995,36
154,39,1995,45
158,33,1995,324
158,40,1995,118
157,33,1995,283
153,36,1995,191
153,38,1995,59
151,43,1995,0
153,33,1995,185
156,38,1995,223
157,29,1995,266
157,33,1995,321
157,38,1995,293
157,29,1995,198
155,37,1995,78
164,38,1995,164
159,32,1995,304
158,28,1995,326
150,36,1995,178
156,37,1995,155
160,30,1995,281
158,35,1995,299
154,29,1995,366
154,32,1995,277
156,36,1995,181
160,33,1995,216
153,36,1995,150
150,30,1995,245
158,36,1995,224
155,37,1995,104
162,36,1995,304
159,36,1995,183
158,34,1995,381
151,35,1995,146
158,31,1995,252
159,34,1995,269
157,34,1995,173
152,39,1995,20
158,30,1995,286
159,35,1995,197
153,36,1995,188
161,26,1995,137
163,28,1995,173
155,35,1995,133
158,36,1995,303
152,29,1995,334
154,35,1995,387
158,31,1995,372
155,35,1995,190
157,35,1995,216
157,38,1995,80
155,35,1995,129
154,39,1995,52
160,43,1995,4
156,35,1995,270
156,26,1995,126
160,34,1995,251
158,36,1995,203
161,32,1995,356
161,41,1995,11
163,37,1995,185
161,38,1995,184
159,36,1995,327
153,39,1995,170
149,40,1995,52
153,34,1995,189
158,31,1995,476
161,40,1995,65
157,32,1995,288
157,33,1995,427
151,30,1995,121
165,36,1995,226
151,34,1995,130
146,31,1995,88
160,25,1995,185
155,36,1995,91
157,34,1995,268
161,29,1995,306
159,35,1995,265
157,36,1995,79
160,33,1995,426
151,39,1995,91
158,34,1995,241
157,32,1995,365
153,35,1995,146
154,40,1995,24
152,34,1995,145
161,29,1995,479
156,32,1995,205
159,36,1995,201
151,28,1995,183
152,38,1995,90
162,36,1995,260
155,30,1995,467
156,35,1995,277
160,34,1995,103
151,32,1995,237
155,30,1995,411
149,34,1995,103
154,34,1995,334
162,30,1995,219
162,36,1995,114
154,33,1995,266
156,38,1995,123
163,39,1995,113
154,30,1995,439
155,40,1995,111
154,40,1995,10
158,31,1995,244
153,43,1995,0
151,34,1995,178
164,33,1995,379
161,37,1995,206
149,26,1995,184
163,40,1995,110
156,28,1995,411
159,31,1995,333
146,32,1995,98
156,35,1995,161
164,27,1995,107
157,33,1995,268
157,40,1995,98
158,36,1995,327
153,32,1995,220
161,33,1995,291
160,38,1995,66
153,32,1995,196
159,43,1995,3
158,29,1995,292
157,32,1995,302
159,38,1995,139
159,42,1995,20
156,40,1995,174
157,35,1995,167
161,31,1995,301
148,29,1995,253
164,38,1995,133
154,37,1995,146
149,36,1995,69
159,37,1995,153
154,33,1995,473
150,40,1995,24
155,39,1995,36
152,42,1995,17
152,30,1995,317
158,34,1995,259
158,39,1995,255
156,38,1995,52
156,32,1995,417
159,38,1995,51
164,37,1995,172
148,32,1995,87
150,27,1995,178
155,28,1995,191
158,28,1995,186
158,38,1995,302
153,32,1995,263
165,32,1995,142
158,33,1995,226
162,35,1995,205
159,37,1995,191
161,29,1995,243
159,41,1995,14
156,25,1995,158
151,33,1995,231
160,36,1995,148
160,37,1995,254
158,34,1995,226
163,36,1995,263
158,32,1995,306
157,32,1995,413
152,36,1995,150
158,37,1995,113
150,31,1995,282
149,31,1995,191
154,32,1995,280
163,34,1995,85
158,36,1995,176
152,36,1995,123
163,33,1995,173
156,36,1995,228
161,32,1995,230
159,35,1995,265
152,30,1995,317
157,27,1995,197
153,36,1995,163
151,35,1995,225
154,33,1995,555
156,29,1995,276
159,34,1995,157
158,24,1995,321
162,32,1995,278
152,31,1995,214
153,27,1995,320
153,33,1995,212
147,33,1995,143
152,30,1995,154
152,37,1995,165
162,26,1995,137
151,34,1995,121
157,35,1995,151
154,33,1995,425
163,44,1995,44
153,38,1995,30
155,36,1995,164
158,33,1995,238
157,28,1995,223
161,33,1995,231
155,37,1995,134
160,36,1995,365
156,36,1995,225
157,39,1995,122
155,37,1995,88
156,35,1995,310
158,40,1995,69
151,30,1995,356
151,31,1995,256
155,32,1995,326
160,32,1995,315
151,39,1995,19
152,36,1995,336
164,32,1995,229
154,31,1995,380
154,39,1995,74
153,39,1995,8
155,35,1995,101
153,38,1995,35
161,37,1995,262
156,34,1995,285
154,43,1995,77
154,31,1995,315
160,38,1995,105
155,30,1995,363
161,37,1995,263
159,29,1995,335
156,30,1995,213
156,36,1995,89
153,31,1995,205
156,40,1995,48
158,34,1995,328
157,30,1995,217
153,38,1995,51
160,29,1995,317
160,34,1995,216
169,44,1995,8
155,29,1995,177
153,38,1995,57
151,35,1995,266
161,27,1995,245
154,39,1995,50
152,32,1995,204
149,25,1995,235
157,36,1995,210
161,31,1995,285
155,34,1995,103
152,35,1995,130
149,34,1995,193
155,29,1995,388
152,34,1995,313
152,36,1995,141
159,31,1995,349
158,42,1995,32
154,38,1995,199
159,41,1995,36
158,37,1995,244
162,46,1995,109
156,35,1995,152
157,29,1995,232
164,33,1995,176
156,40,1995,41
153,31,1995,309
157,27,1995,125
159,32,1995,314
153,36,1995,208
155,32,1995,250
154,34,1995,186
157,38,1995,156
159,37,1995,136
159,35,1995,177
152,30,1995,161
153,37,1995,111
158,39,1995,181
162,37,1995,224
153,33,1995,187
158,43,1995,37
160,38,1995,72
155,39,1995,60
165,30,1995,425
146,37,1995,57
157,31,1995,295
151,37,1995,60
159,31,1995,405
151,32,1995,197
155,34,1995,307
158,26,1995,206
154,31,1995,332
156,30,1995,216
159,36,1995,177
153,29,1995,345
156,30,1995,304
159,36,1995,232
154,34,1995,385
154,41,1995,58
155,31,1995,191
159,39,1995,53
158,38,1995,203
160,37,1995,196
149,36,1995,20
156,39,1995,173
158,35,1995,215
156,34,1995,195
152,33,1995,359
154,32,1995,185
153,33,1995,102
150,33,1995,226
155,31,1995,231
159,27,1995,207
160,32,1995,426
155,33,1995,446
155,34,1995,124
153,37,1995,185
159,36,1995,258
